G,R,X,Y,UID,GR,Y_count
Male,Black,23,0.6931471805599453,91,MB,0.968853522830428
Female,White,85,5.8200829303523625,92,FW,5.59907967539067
Female,White,85,5.918893854273146,93,FW,5.69789059931145
Female,White,76,4.394449154672439,94,FW,4.19099485724435
Male,Black,33,0.6931471805599453,95,MB,1.0380798068936
Female,White,32,3.332204510175204,96,FW,2.92819921470662
Male,Black,0,2.19722457733622,97,MB,2.06609718140069
Male,White,25,0.6931471805599453,98,MW,0.7246596875902709
Female,White,17,4.158883083359672,99,FW,3.7641192099156497
Male,Black,23,1.0986122886681098,100,MB,1.3743186309385902
Male,Black,38,0.6931471805599453,101,MB,1.04957165620201
Female,White,73,4.553876891600541,102,FW,4.35450115557463
Male,White,41,1.0986122886681098,103,MW,1.21220665084656
Female,White,67,4.553876891600541,104,FW,4.35772452457528
Male,White,36,3.1780538303479458,105,MW,3.28297423306393
Female,White,37,0.6931471805599453,106,FW,0.33127941167848496
Male,White,9,1.0986122886681098,107,MW,0.8590159841912272
Male,White,4,1.3862943611198906,108,MW,1.03380296241284
Male,White,66,2.079441541679836,109,MW,2.10057228633022
Female,White,66,1.6094379124341005,110,FW,1.41301922297986
Female,Black,44,1.0986122886681098,111,FB,1.09861228866815
Male,Black,46,1.0986122886681098,112,MB,1.45074671131736
Male,Black,16,1.9459101490553128,113,MB,2.12754452952541
Male,Black,66,1.791759469228055,114,MB,2.06410834596212
Female,Black,61,1.6094379124341005,115,FB,1.60943791243417
Male,Black,9,1.6094379124341005,116,MB,1.6649866644583202
Female,Black,7,1.0986122886681098,117,FB,1.0986122886682
Male,Black,26,0.6931471805599453,118,MB,0.9970840395494359
Female,Black,48,0.6931471805599453,119,FB,0.6931471805599959
Female,Black,16,1.3862943611198906,120,FB,1.38629436111994
Female,Black,12,1.3862943611198906,121,FB,1.3862943611199599
Male,White,34,0.6931471805599453,122,MW,0.7907275547298258
Female,White,10,1.0986122886681098,123,FW,0.8021734191215791
Female,White,37,2.6390573296152584,124,FW,2.2771895607337997
Female,Black,48,2.8903717578961645,125,FB,2.89037175789622
Female,Black,20,2.7080502011022096,126,FB,2.70805020110225
Male,Black,8,1.6094379124341005,127,MB,1.6451729211786599
Female,Black,22,1.3862943611198906,128,FB,1.3862943611199299
Female,Black,0,1.0986122886681098,129,FB,1.09861228866824
Female,White,23,1.0986122886681098,130,FW,0.666452350799708
Female,White,22,2.079441541679836,131,FW,1.6499147402654197
Male,Black,50,1.6094379124341005,132,MB,1.9520858148272902
Male,Black,51,1.3862943611198906,133,MB,1.7259830807925503
Female,White,56,1.3862943611198906,134,FW,1.17020435021774
Male,White,69,1.9459101490553128,135,MW,1.94604704962033
Female,White,57,3.218875824868201,136,FW,3.0063553618761496
Male,White,60,3.3672958299864737,137,MW,3.42560801469284
Female,White,27,1.6094379124341005,138,FW,1.1795858080758301
Female,White,2,1.3862943611198906,139,FW,1.24424078208894
Male,White,32,0.6931471805599453,140,MW,0.7809181995988
Male,White,44,1.3862943611198906,141,MW,1.49931686369483
Female,White,43,2.8903717578961645,142,FW,2.58665976533623
Female,White,13,2.079441541679836,143,FW,1.73506836992248
Male,White,9,2.079441541679836,144,MW,1.83984523720295
Female,White,32,2.079441541679836,145,FW,1.6754362462112502
Male,White,29,2.302585092994046,146,MW,2.37063636135423
Male,White,9,1.0986122886681098,147,MW,0.8590159841912272
Female,White,6,1.6094379124341005,148,FW,1.3867146792496399
Male,White,4,1.6094379124341005,149,MW,1.25694651372705
Female,White,1,1.3862943611198906,150,FW,1.26495147826726
Male,White,69,2.7080502011022096,151,MW,2.7081871016672303
Female,White,69,1.3862943611198906,152,FW,1.18992965618452
Male,Black,30,0.6931471805599453,153,MB,1.02444499666219
Female,Black,49,0.6931471805599453,154,FB,0.6931471805599971
Female,Black,9,1.0986122886681098,155,FB,1.09861228866819
Male,Black,32,0.6931471805599453,156,MB,1.03414359137212
Female,Black,47,2.8332133440562166,157,FB,2.8332133440562703
Male,White,47,1.6094379124341005,158,MW,1.71826489957156
Male,Black,13,1.791759469228055,159,MB,1.92246885199697
Male,White,77,2.19722457733622,160,MW,2.13576467056672
Female,White,74,2.079441541679836,161,FW,1.8788562188253901
Male,White,43,1.3862943611198906,162,MW,1.4999387390847
Female,White,5,1.9459101490553128,163,FW,1.7428834844546002
Female,White,63,0.6931471805599453,164,FW,0.494270882938874
Female,White,60,1.0986122886681098,165,FW,0.8944952397088879
Male,White,34,0.6931471805599453,166,MW,0.7907275547298258
Female,White,33,0.6931471805599453,167,FW,0.296582337605348
Male,White,30,1.0986122886681098,168,MW,1.17393286341483
Male,White,8,1.791759469228055,169,MW,1.53018177646016
Male,Black,73,1.6094379124341005,170,MB,1.83948318905786
Female,Black,66,2.8332133440562166,171,FB,2.83321334405629
Male,Black,34,0.6931471805599453,172,MB,1.04143868752729
Female,Black,39,2.079441541679836,173,FB,2.0794415416798704
Male,Black,16,0.6931471805599453,174,MB,0.8747815610300408
Male,Black,12,1.3862943611198906,175,MB,1.4989096244062001
Female,Black,11,0.6931471805599453,176,FB,0.693147180560021
Female,Black,46,0.6931471805599453,177,FB,0.6931471805599929
Male,Black,7,0.6931471805599453,178,MB,0.7087408986349351
Male,Black,6,0.6931471805599453,179,MB,0.6883130039991879
Female,Black,0,1.3862943611198906,180,FB,1.3862943611200202
Male,White,74,2.9444389791664403,181,MW,2.9068566653511603
Female,White,56,0.6931471805599453,182,FW,0.477057169657799
Female,Black,41,0.6931471805599453,183,FB,0.6931471805599859
Male,Black,18,0.6931471805599453,184,MB,0.9055243246379119
Female,Black,5,1.0986122886681098,185,FB,1.09861228866821
Male,Black,3,0.6931471805599453,186,MB,0.625719130532283
Male,Black,85,3.1354942159291497,187,MB,3.28533790558749
Female,Black,75,1.0986122886681098,188,FB,1.09861228866819
Male,Black,30,0.6931471805599453,189,MB,1.02444499666219
Male,Black,32,1.0986122886681098,190,MB,1.43960869948028
Female,Black,27,2.3978952727983707,191,FB,2.3978952727984
Male,White,68,3.555348061489413,192,MW,3.56263718471373
Female,White,66,3.6375861597263857,193,FW,3.44116747027214
Male,White,79,3.0910424533583165,194,MW,3.0132932988080094
Male,White,78,2.079441541679836,195,MW,2.00986816262808
Female,Black,77,2.772588722239781,196,FB,2.7725887222398597
Female,Black,54,2.079441541679836,197,FB,2.07944154167989
Female,Black,39,0.6931471805599453,198,FB,0.693147180559982
Male,Black,23,0.6931471805599453,199,MB,0.968853522830428
Male,Black,5,1.0986122886681098,200,MB,1.07310455692917
Male,White,70,2.772588722239781,201,MW,2.7654309927939504
Female,White,70,2.8332133440562166,202,FW,2.6363980913390295
Female,White,52,1.791759469228055,203,FW,1.5571743830926201
Male,White,23,2.079441541679836,204,MW,2.0879071620666902
Female,White,55,0.6931471805599453,205,FW,0.473079989667055
Male,White,19,0.6931471805599453,206,MW,0.6451907471135839
Male,White,7,0.6931471805599453,207,MW,0.40924659632674
Male,White,5,2.772588722239781,208,MW,2.44318859714021
Female,White,26,0.6931471805599453,209,FW,0.260950163231408
Male,White,38,0.6931471805599453,210,MW,0.803110047813308
Female,White,37,0.6931471805599453,211,FW,0.33127941167848496
Male,White,9,0.6931471805599453,212,MW,0.45355087608306294
Female,White,6,1.0986122886681098,213,FW,0.8758890554836529
Female,Black,80,2.8903717578961645,214,FB,2.89037175789625
Male,Black,57,0.6931471805599453,215,MB,1.01065339557227
Female,Black,36,0.6931471805599453,216,FB,0.6931471805599799
Female,Black,12,1.0986122886681098,217,FB,1.0986122886681802
Female,Black,1,1.3862943611198906,218,FB,1.3862943611200202
Female,Black,69,2.9957322735539913,219,FB,2.99573227355407
Male,Black,11,0.6931471805599453,220,MB,0.7871770032787779
Male,White,48,1.3862943611198906,221,MW,1.4930156861185402
Male,White,21,1.3862943611198906,222,MW,1.3682990741093302
Male,White,15,1.3862943611198906,223,MW,1.26902429750873
Female,Black,52,2.19722457733622,224,FB,2.19722457733628
Male,Black,56,1.9459101490553128,225,MB,2.26760791818098
Female,Black,36,0.6931471805599453,226,FB,0.6931471805599799
Female,Black,13,1.6094379124341005,227,FB,1.60943791243417
Female,Black,11,1.791759469228055,228,FB,1.79175946922813
Male,Black,37,1.0986122886681098,229,MB,1.4537518257187099
Female,White,30,2.8332133440562166,230,FW,2.41636108083645
Male,White,11,0.6931471805599453,231,MW,0.4963183915550429
Female,Black,6,1.0986122886681098,232,FB,1.09861228866821
Male,Black,4,1.0986122886681098,233,MB,1.05222628463229
Female,Black,2,1.0986122886681098,234,FB,1.0986122886682301
Male,Black,61,0.6931471805599453,235,MB,0.9921266485577579
Female,Black,56,1.9459101490553128,236,FB,1.94591014905537
Female,Black,19,0.6931471805599453,237,FB,0.693147180559991
Female,Black,85,1.0986122886681098,238,FB,1.0986122886682
Male,Black,39,0.6931471805599453,239,MB,1.05039695866014
Female,Black,40,1.0986122886681098,240,FB,1.09861228866815
Female,Black,73,1.6094379124341005,241,FB,1.6094379124341798
Male,White,16,1.0986122886681098,242,MW,0.9997378300178309
Male,White,13,0.6931471805599453,243,MW,0.537207639568384
Male,White,84,2.8332133440562166,244,MW,2.7139622798501097
Male,Black,60,0.6931471805599453,245,MB,0.9970093739284399
Female,Black,57,0.6931471805599453,246,FB,0.693147180560008
Female,White,66,2.7080502011022096,247,FW,2.51163151164797
Female,White,76,2.7080502011022096,248,FW,2.50459590367412
Male,White,19,1.0986122886681098,249,MW,1.05065585522175
Female,White,39,1.791759469228055,250,FW,1.44909467965024
Male,White,41,1.0986122886681098,251,MW,1.21220665084656
Female,White,9,1.3862943611198906,252,FW,1.10737892959729
Female,White,6,1.791759469228055,253,FW,1.5690362360436
Male,White,67,2.3978952727983707,254,MW,2.4121853108709703
Female,White,66,1.791759469228055,255,FW,1.59534077977381
Male,White,58,0.6931471805599453,256,MW,0.762168024958322
Male,Black,65,3.0445224377234235,257,MB,3.32247129301975
Female,Black,55,1.9459101490553128,258,FB,1.94591014905537
Female,Black,31,0.6931471805599453,259,FB,0.6931471805599762
Female,Black,29,1.6094379124341005,260,FB,1.60943791243413
Female,White,58,2.302585092994046,261,FW,2.09324060211009
Male,White,61,2.6390573296152584,262,MW,2.6916769670157
Female,White,25,3.737669618283368,263,FW,3.30425362361099
Male,Black,37,1.3862943611198906,264,MB,1.74143389817049
Female,Black,32,0.6931471805599453,265,FB,0.693147180559977
Male,Black,11,1.3862943611198906,266,MB,1.48032418383872
Female,Black,6,1.3862943611198906,267,FB,1.38629436111999
Male,Black,3,0.6931471805599453,268,MB,0.625719130532283
Male,Black,62,0.6931471805599453,269,MB,0.987087431581642
Female,Black,60,0.6931471805599453,270,FB,0.693147180560011
Female,White,59,1.9459101490553128,271,FW,1.7393621107560802
Male,White,59,2.079441541679836,272,MW,2.14322376220534
Female,Black,73,5.003946305945459,273,FB,5.00394630594554
Female,Black,40,0.6931471805599453,274,FB,0.693147180559984
Male,White,79,1.9459101490553128,275,MW,1.8681609945050002
Female,Black,85,3.258096538021482,276,FB,3.25809653802157
Male,Black,21,0.6931471805599453,277,MB,0.946008749285557
Female,White,64,1.9459101490553128,278,FW,1.7481435505818101
Male,Black,69,1.3862943611198906,279,MB,1.6411260489755901
Female,Black,54,3.688879454113936,280,FB,3.68887945411399
Female,Black,38,2.3978952727983707,281,FB,2.39789527279841
Male,Black,17,2.6390573296152584,282,MB,2.83641111099108
Male,Black,11,1.6094379124341005,283,MB,1.70346773515293
Female,Black,52,2.9957322735539913,284,FB,2.99573227355405
Male,Black,17,0.6931471805599453,285,MB,0.890500961935762
Female,Black,26,0.6931471805599453,286,FB,0.693147180559977
Male,White,43,0.6931471805599453,287,MW,0.8067915585247528
Male,White,0,2.8332133440562166,288,MW,2.38707621401562
Male,White,29,0.6931471805599453,289,MW,0.761198448920126
Female,White,30,1.0986122886681098,290,FW,0.681760025448339
Male,White,11,3.49650756146648,291,MW,3.29967877246158
Female,White,7,1.0986122886681098,292,FW,0.856627113011869
Female,White,32,1.0986122886681098,293,FW,0.694606993199528
Male,White,4,1.3862943611198906,294,MW,1.03380296241284
Male,White,1,1.6094379124341005,295,MW,1.18681893496886
Female,Black,51,1.6094379124341005,296,FB,1.6094379124341598
Male,White,58,1.791759469228055,297,MW,1.86078031362643
Male,Black,16,1.791759469228055,298,MB,1.9733938496981498
Female,White,48,2.6390573296152584,299,FW,2.3785554531230098
Male,White,18,2.19722457733622,300,MW,2.13304962166513
Female,White,18,2.302585092994046,301,FW,1.89812105154145
Male,White,0,1.3862943611198906,302,MW,0.9401572310792979
Female,White,45,0.6931471805599453,303,FW,0.40792018726483203
Male,White,44,0.6931471805599453,304,MW,0.806169683134889
Male,White,9,0.6931471805599453,305,MW,0.45355087608306294
Male,White,30,1.9459101490553128,306,MW,2.02123072380203
Female,White,27,1.0986122886681098,307,FW,0.6687601843098411
Male,White,61,3.1354942159291497,308,MW,3.18811385332959
Male,White,19,2.19722457733622,309,MW,2.14926814388986
Female,White,16,1.0986122886681098,310,FW,0.7147800238832241
Female,Black,50,1.3862943611198906,311,FB,1.38629436111994
Male,Black,50,0.6931471805599453,312,MB,1.03579508295314
Female,Black,27,0.6931471805599453,313,FB,0.693147180559977
Male,Black,23,0.6931471805599453,314,MB,0.968853522830428
Male,Black,2,1.6094379124341005,315,MB,1.5208449861433797
Male,Black,32,1.0986122886681098,316,MB,1.43960869948028
Male,White,85,3.828641396489095,317,MW,3.7010276471355295
Female,White,85,4.84418708645859,318,FW,4.623183831496901
Female,White,27,2.079441541679836,319,FW,1.6495894373215698
Male,White,34,0.6931471805599453,320,MW,0.7907275547298258
Female,Black,62,2.19722457733622,321,FB,2.19722457733629
Male,Black,53,2.19722457733622,322,MB,2.53033636272827
Female,White,60,0.6931471805599453,323,FW,0.489030131600724
Male,White,56,1.6094379124341005,324,MW,1.68820616690153
Male,White,64,3.5263605246161616,325,MW,3.56065645577276
Female,White,57,3.4011973816621555,326,FW,3.1886769186701
Male,White,25,1.0986122886681098,327,MW,1.13012479569844
Female,Black,59,2.4849066497880004,328,FB,2.4849066497880603
Male,Black,21,0.6931471805599453,329,MB,0.946008749285557
Female,Black,19,0.6931471805599453,330,FB,0.693147180559991
Female,Black,29,1.0986122886681098,331,FB,1.09861228866814
Male,Black,29,0.6931471805599453,332,MB,1.01863553797195
Female,Black,7,0.6931471805599453,333,FB,0.693147180560039
Female,Black,1,4.0943445622220995,334,FB,4.09434456222223
Female,Black,43,1.3862943611198906,335,FB,1.3862943611199299
Female,Black,21,3.0445224377234235,336,FB,3.0445224377234603
Male,Black,4,1.791759469228055,337,MB,1.7453734651922301
Male,Black,0,2.9957322735539913,338,MB,2.86460487761846
Female,Black,56,1.6094379124341005,339,FB,1.6094379124341598
Female,White,73,2.4849066497880004,340,FW,2.28553091376209
Male,White,76,1.9459101490553128,341,MW,1.89249251089229
Male,Black,61,0.6931471805599453,342,MB,0.9921266485577579
Female,Black,39,1.0986122886681098,343,FB,1.09861228866815
Male,Black,20,0.6931471805599453,344,MB,0.93331916173655
Male,Black,17,1.3862943611198906,345,MB,1.58364814249571
Female,Black,39,1.0986122886681098,346,FB,1.09861228866815
Female,Black,16,0.6931471805599453,347,FB,0.693147180559999
Male,Black,14,1.3862943611198906,348,MB,1.5345655988628
Male,White,85,2.6390573296152584,349,MW,2.51144358026169
Female,White,80,3.8501476017100575,350,FW,3.6395497272703796
Female,White,34,3.218875824868201,351,FW,2.8303240119824
Male,White,41,1.0986122886681098,352,MW,1.21220665084656
Female,White,42,1.3862943611198906,353,FW,1.07297344238689
Male,White,16,1.0986122886681098,354,MW,0.9997378300178309
Male,White,14,0.6931471805599453,355,MW,0.5568411935360961
Female,White,12,0.6931471805599453,356,FW,0.36390700321071
Male,White,6,1.9459101490553128,357,MW,1.63938785807929
Male,Black,34,0.6931471805599453,358,MB,1.04143868752729
Female,Black,36,0.6931471805599453,359,FB,0.6931471805599799
Female,Black,37,1.3862943611198906,360,FB,1.3862943611199299
Male,Black,19,1.0986122886681098,361,MB,1.32527581382092
Male,Black,11,0.6931471805599453,362,MB,0.7871770032787779
Male,White,58,1.791759469228055,363,MW,1.86078031362643
Female,Black,55,1.9459101490553128,364,FB,1.94591014905537
Male,White,35,1.0986122886681098,365,MW,1.20016060777315
Male,Black,31,6.1463292576688975,366,MB,6.482788578320889
Female,Black,65,2.3978952727983707,367,FB,2.39789527279844
Male,White,74,2.079441541679836,368,MW,2.04185922786456
Female,White,67,1.6094379124341005,369,FW,1.4132855454088402
Male,White,70,2.6390573296152584,370,MW,2.63189960016943
Male,White,63,2.6390573296152584,371,MW,2.67965993978134
Female,White,63,2.7080502011022096,372,FW,2.50917390348114
Male,Black,63,1.6094379124341005,373,MB,1.8981889753578
Female,Black,54,1.791759469228055,374,FB,1.79175946922811
Male,Black,29,2.079441541679836,375,MB,2.4049298990918397
Female,Black,32,2.302585092994046,376,FB,2.30258509299408
Female,Black,28,1.791759469228055,377,FB,1.79175946922809
Female,White,74,2.6390573296152584,378,FW,2.43847200676081
Male,White,68,1.3862943611198906,379,MW,1.39358348434421
Female,White,66,0.6931471805599453,380,FW,0.496728491105702
Female,White,39,0.6931471805599453,381,FW,0.350482390982128
Male,White,10,0.6931471805599453,382,MW,0.47514807330298797
Female,Black,55,1.791759469228055,383,FB,1.79175946922811
Female,Black,65,0.6931471805599453,384,FB,0.693147180560015
Male,White,72,3.1780538303479458,385,MW,3.15591522066366
Female,Black,27,2.5649493574615367,386,FB,2.56494935746157
Male,Black,25,1.0986122886681098,387,MB,1.39391247489651
Male,Black,45,2.6390573296152584,388,MB,2.9929247897145803
Male,Black,76,1.3862943611198906,389,MB,1.5969054266987
Female,Black,48,1.0986122886681098,390,FB,1.09861228866816
Female,Black,31,2.8903717578961645,391,FB,2.8903717578962005
Female,Black,24,5.455321115357702,392,FB,5.45532111535774
Male,Black,21,0.6931471805599453,393,MB,0.946008749285557
Male,Black,14,1.3862943611198906,394,MB,1.5345655988628
Male,Black,0,1.3862943611198906,395,MB,1.2551669651843602
Female,Black,51,1.0986122886681098,396,FB,1.09861228866816
Male,Black,14,1.0986122886681098,397,MB,1.24688352641102
Male,Black,72,1.3862943611198906,398,MB,1.62266991046461
Female,Black,68,1.0986122886681098,399,FB,1.0986122886681802
Male,White,62,1.9459101490553128,400,MW,1.9926236281224998
Female,Black,50,1.6094379124341005,401,FB,1.60943791243415
Female,Black,29,1.791759469228055,402,FB,1.79175946922809
Male,Black,6,1.0986122886681098,403,MB,1.09377811210735
Female,Black,4,1.0986122886681098,404,FB,1.0986122886682201
Male,Black,1,1.0986122886681098,405,MB,0.988772599266855
Male,Black,72,1.6094379124341005,406,MB,1.8458134617788202
Female,White,60,0.6931471805599453,407,FW,0.489030131600724
Male,White,34,2.7080502011022096,408,MW,2.80563057527209
Female,White,33,0.6931471805599453,409,FW,0.296582337605348
Female,White,31,0.6931471805599453,410,FW,0.282353061285274
Male,Black,53,1.3862943611198906,411,MB,1.7194061465119401
Female,Black,52,1.0986122886681098,412,FB,1.09861228866817
Male,Black,17,1.6094379124341005,413,MB,1.80679169380992
Male,White,34,2.772588722239781,414,MW,2.87016909640966
Female,White,40,1.3862943611198906,415,FW,1.05341799272485
Male,White,26,2.4849066497880004,416,MW,2.5267160181623898
Male,White,83,2.19722457733622,417,MW,2.08632729781811
Male,Black,24,0.6931471805599453,418,MB,0.9790450411323101
Male,Black,21,1.0986122886681098,419,MB,1.35147385739372
Female,Black,11,1.0986122886681098,420,FB,1.09861228866819
Female,Black,41,1.0986122886681098,421,FB,1.09861228866815
Male,White,46,1.0986122886681098,422,MW,1.20920462550735
Female,White,33,4.060443010546419,423,FW,3.66387816759182
Male,White,33,0.6931471805599453,424,MW,0.78614227814844
Male,Black,57,2.8332133440562166,425,MB,3.1507195590685497
Female,White,31,2.19722457733622,426,FW,1.78643045806155
Male,White,27,0.6931471805599453,427,MW,0.7444643160559841
Female,White,52,1.6094379124341005,428,FW,1.3748528262986601
Male,White,47,1.0986122886681098,429,MW,1.20743927580557
Male,White,25,1.0986122886681098,430,MW,1.13012479569844
Male,White,21,1.3862943611198906,431,MW,1.3682990741093302
Female,Black,37,1.0986122886681098,432,FB,1.09861228866815
Male,Black,38,0.6931471805599453,433,MB,1.04957165620201
Female,Black,18,0.6931471805599453,434,FB,0.6931471805599929
Male,Black,14,0.6931471805599453,435,MB,0.841418418302851
Male,Black,10,0.6931471805599453,436,MB,0.768141185050168
Female,Black,6,0.6931471805599453,437,FB,0.6931471805600451
Female,White,73,1.0986122886681098,438,FW,0.899236552642197
Male,White,72,2.4849066497880004,439,MW,2.46276804010371
Male,White,33,1.791759469228055,440,MW,1.8847545668165502
Female,Black,24,1.0986122886681098,441,FB,1.09861228866814
Female,Black,6,1.3862943611198906,442,FB,1.38629436111999
Male,Black,27,0.6931471805599453,443,MB,1.00497859916647
Female,Black,26,1.3862943611198906,444,FB,1.38629436111992
Female,Black,9,0.6931471805599453,445,FB,0.69314718056003
Female,Black,29,0.6931471805599453,446,FB,0.693147180559977
Male,Black,23,1.9459101490553128,447,MB,2.2216164913257996
Male,Black,7,1.791759469228055,448,MB,1.8073531873030502
Female,Black,4,0.6931471805599453,449,FB,0.693147180560056
Female,Black,3,1.0986122886681098,450,FB,1.0986122886682301
Female,Black,1,1.6094379124341005,451,FB,1.60943791243423
Male,White,70,3.6635616461296463,452,MW,3.6564039166838103
Male,White,52,2.3978952727983707,453,MW,2.49298978383196
Female,White,62,1.0986122886681098,454,FW,0.898317053769325
Male,White,61,1.791759469228055,455,MW,1.84437910662849
Female,White,25,1.0986122886681098,456,FW,0.665196293995736
Female,White,46,1.9459101490553128,457,FW,1.6694011265457702
Male,White,50,1.6094379124341005,458,MW,1.71096886261324
Female,White,72,3.1780538303479458,459,FW,2.9797190058068503
Female,Black,50,1.3862943611198906,460,FB,1.38629436111994
Male,Black,51,1.0986122886681098,461,MB,1.43830100834077
Female,Black,24,1.791759469228055,462,FB,1.79175946922809
Male,Black,15,0.6931471805599453,463,MB,0.858407065344491
Male,Black,40,1.3862943611198906,464,MB,1.7439333452958
Female,Black,40,0.6931471805599453,465,FB,0.693147180559984
Male,Black,8,1.0986122886681098,466,MB,1.13434729741267
Male,Black,1,1.0986122886681098,467,MB,0.988772599266855
Female,Black,68,3.0910424533583165,468,FB,3.0910424533583902
Female,Black,37,0.6931471805599453,469,FB,0.693147180559981
Male,Black,14,1.3862943611198906,470,MB,1.5345655988628
Male,Black,11,1.0986122886681098,471,MB,1.1926421113869399
