G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.4039904933719645,-0.7001188954867168,0,81,MB,0,0.7564098832177695,-0.4691362707306168,-0.6205148751589739,465,438,410,466,544
Male,Black,-1.0640077023404604,-1.052677255198237,0,86,MB,0,-0.7115883124946554,-0.8216946304421371,-0.973073234870494,177,205,157,222,215
Male,Black,-1.0640077023404604,-0.3475605357751965,0,87,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,327,404,309,431,392
Female,Black,-0.3300086044842479,-1.4052356149097571,0,89,FB,1,-0.3300086044842479,-1.4052356149097571,-1.4052356149097571,165,141,171,146,127
Male,Black,0.7709900423000706,1.4152312627824049,1,93,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1244,1234,1134,1209,1214
Female,White,0.4039904933719645,-0.7001188954867168,0,98,FW,0,0.3025694627435516,-0.8292983271243638,-0.7871255813083421,356,308,498,294,255
Male,Black,0.7709900423000706,-0.7001188954867168,0,99,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,523,480,464,519,607
Male,Black,0.5874902678360175,1.4152312627824049,1,105,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1200,1194,1088,1190,1201
Male,Black,-0.14650883002019482,-0.3475605357751965,0,108,MB,0,0.20591055982561016,-0.11657791101909655,-0.26795651544745364,473,498,425,540,560
Male,Black,-3.2660049959090967,-1.052677255198237,0,112,MB,0,-2.9135856060632923,-0.8216946304421371,-0.973073234870494,37,61,35,76,49
Male,Black,0.4039904933719645,1.4152312627824049,1,114,MB,1,0.7564098832177695,1.6462138875385048,1.4948352831101477,1178,1187,1061,1179,1184
Male,Black,0.5874902678360175,-1.4052356149097571,0,116,MB,0,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,289,245,253,265,355
Male,Black,-0.6970081534123541,-1.4052356149097571,0,117,MB,0,-0.3445887635665491,-1.1742529901536571,-1.3256315945820143,150,147,130,164,185
Female,Black,0.7709900423000706,0.3575561836478441,0,120,FB,0,0.7709900423000706,0.3575561836478441,0.3575561836478441,813,789,805,821,785
Male,Black,0.5874902678360175,0.7101145433593643,0,121,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,939,938,856,987,1079
Male,White,0.2204907189079114,0.3575561836478441,0,123,MW,0,0.20495043875629346,0.07166974936717607,0.07813432496324008,684,674,797,610,555
Female,Black,-3.4495047703731507,-1.4052356149097571,0,124,FB,0,-3.4495047703731507,-1.4052356149097571,-1.4052356149097571,14,11,15,13,7
Male,Black,0.03699094444385828,0.004997823936323781,0,125,MB,0,0.3894103342896633,0.23598044869242374,0.08460184426406668,604,637,551,687,699
Male,Black,0.5874902678360175,1.4152312627824049,1,128,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1198,1191,1091,1195,1198
Male,White,-0.3300086044842479,1.4152312627824049,1,130,MW,1,-0.34554888463586586,1.1293448285017371,1.1358094040978008,929,988,1047,921,797
Male,Black,0.5874902678360175,0.004997823936323781,0,132,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,705,688,641,718,818
Male,White,0.2204907189079114,0.7101145433593643,0,134,MW,0,0.20495043875629346,0.4242281090786963,0.4306926846747603,808,804,899,714,675
Male,Black,-1.0640077023404604,-1.7577939746212776,0,137,MB,0,-0.7115883124946554,-1.5268113498651776,-1.6781899542935348,77,64,66,78,99
Male,Black,-1.0640077023404604,-1.4052356149097571,0,139,MB,0,-0.7115883124946554,-1.1742529901536571,-1.3256315945820143,118,121,104,139,149
Male,Black,-3.633004544837204,-1.052677255198237,0,149,MB,0,-3.2805851549913987,-0.8216946304421371,-0.973073234870494,23,45,21,59,34
Female,Black,0.4039904933719645,1.0626729030708846,1,152,FB,1,0.4039904933719645,1.0626729030708846,1.0626729030708846,997,1006,949,1017,945
Male,Black,0.5874902678360175,-0.3475605357751965,0,157,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,591,575,530,618,691
Male,Black,0.2204907189079114,0.3575561836478441,0,158,MB,0,0.5729101087537164,0.588538808403944,0.43716020397558697,780,780,701,829,883
Female,Black,0.5874902678360175,1.4152312627824049,1,159,FB,1,0.5874902678360175,1.4152312627824049,1.4152312627824049,1169,1160,1120,1159,1109
Male,Black,0.4039904933719645,-0.3475605357751965,0,165,MB,0,0.7564098832177695,-0.11657791101909655,-0.26795651544745364,563,552,507,599,668
Male,White,0.4039904933719645,0.3575561836478441,0,168,MW,0,0.38845021322034656,0.07166974936717607,0.07813432496324008,723,702,821,630,586
Male,Black,0.7709900423000706,-1.052677255198237,0,169,MB,0,1.1234094321458756,-0.8216946304421371,-0.973073234870494,427,374,370,401,496
Male,Black,0.4039904933719645,1.4152312627824049,1,170,MB,1,0.7564098832177695,1.6462138875385048,1.4948352831101477,1179,1185,1060,1187,1185
Male,Black,0.03699094444385828,0.3575561836478441,0,173,MB,1,0.3894103342896633,0.588538808403944,0.43716020397558697,732,766,666,807,838
Male,White,0.03699094444385828,0.7101145433593643,0,177,MW,0,0.021450664292240323,0.4242281090786963,0.4306926846747603,782,784,868,705,639
Male,Black,-0.8805079278764072,-1.7577939746212776,0,181,MB,1,-0.5280885380306022,-1.5268113498651776,-1.6781899542935348,86,75,72,91,113
Male,Black,0.4039904933719645,-1.4052356149097571,0,184,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,261,232,224,243,325
Male,White,-5.651502063941788,-0.3475605357751965,0,185,MW,1,-5.667042344093407,-0.6334469700558645,-0.6269823944598005,6,26,26,9,2
Male,Black,0.5874902678360175,-0.3475605357751965,0,194,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,589,573,528,614,692
Male,Black,0.5874902678360175,0.7101145433593643,0,205,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,944,942,857,988,1073
Female,White,0.7709900423000706,1.4152312627824049,1,209,FW,1,0.6695690116716577,1.286051831144758,1.3282245769607797,1078,1070,1247,1088,1009
Male,Black,-0.3300086044842479,-1.052677255198237,0,210,MB,0,0.022410785361557103,-0.8216946304421371,-0.973073234870494,247,260,221,288,304
Female,White,0.7709900423000706,1.4152312627824049,1,211,FW,1,0.6695690116716577,1.286051831144758,1.3282245769607797,1082,1076,1240,1084,1010
Male,Black,0.7709900423000706,1.4152312627824049,1,212,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1215,1219,1153,1233,1211
Male,Black,0.7709900423000706,0.7101145433593643,0,213,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,970,955,882,1006,1101
Male,White,0.4039904933719645,-0.7001188954867168,0,216,MW,0,0.38845021322034656,-0.9860053297673848,-0.9795407541713208,396,360,492,278,261
Male,Black,0.5874902678360175,0.004997823936323781,0,218,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,710,681,626,727,816
Male,Black,-1.2475074768045131,-1.052677255198237,0,222,MB,0,-0.8950880869587081,-0.8216946304421371,-0.973073234870494,157,191,138,206,190
Male,White,0.4039904933719645,0.7101145433593643,0,224,MW,1,0.38845021322034656,0.4242281090786963,0.4306926846747603,831,822,918,738,696
Female,White,0.5874902678360175,1.4152312627824049,1,235,FW,1,0.4860692372076046,1.286051831144758,1.3282245769607797,1052,1046,1204,1042,953
Male,Black,-0.3300086044842479,0.7101145433593643,0,236,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,788,828,713,876,892
Male,Black,-2.899005446980991,-0.7001188954867168,0,240,MB,0,-2.546586057135186,-0.4691362707306168,-0.6205148751589739,80,139,78,157,103
Male,White,0.5874902678360175,-1.7577939746212776,0,249,MW,0,0.5719499876843996,-2.043680408901946,-2.037215833305882,174,103,235,66,96
Male,Black,0.4039904933719645,-1.7577939746212776,0,252,MB,0,0.7564098832177695,-1.5268113498651776,-1.6781899542935348,191,149,163,165,234
Male,Black,0.7709900423000706,1.0626729030708846,1,253,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1100,1102,1011,1141,1153
Female,Black,0.4039904933719645,1.0626729030708846,1,255,FB,1,0.4039904933719645,1.0626729030708846,1.0626729030708846,999,1004,955,1014,947
Male,Black,0.7709900423000706,1.4152312627824049,1,256,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1232,1209,1157,1207,1233
Male,White,0.7709900423000706,0.3575561836478441,0,264,MW,0,0.7554497621484526,0.07166974936717607,0.07813432496324008,793,754,873,680,660
Male,Black,0.03699094444385828,-1.7577939746212776,0,267,MB,0,0.3894103342896633,-1.5268113498651776,-1.6781899542935348,159,127,135,141,192
Male,Black,-1.0640077023404604,-0.3475605357751965,0,269,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,325,402,306,429,391
Female,Black,-0.3300086044842479,-1.4052356149097571,0,272,FB,0,-0.3300086044842479,-1.4052356149097571,-1.4052356149097571,164,140,170,147,128
Male,White,0.5874902678360175,0.004997823936323781,0,275,MW,0,0.5719499876843996,-0.2808886103443442,-0.27442403474828025,627,615,723,527,508
Male,Black,0.7709900423000706,1.0626729030708846,1,276,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1085,1088,999,1152,1154
Male,Black,0.7709900423000706,1.4152312627824049,1,283,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1224,1218,1163,1213,1213
Male,Black,0.5874902678360175,0.3575561836478441,0,284,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,822,811,746,856,934
Male,Black,0.03699094444385828,-0.7001188954867168,0,287,MB,0,0.3894103342896633,-0.4691362707306168,-0.6205148751589739,407,409,360,434,474
Male,White,0.7709900423000706,0.7101145433593643,0,290,MW,0,0.7554497621484526,0.4242281090786963,0.4306926846747603,897,870,979,804,771
Male,White,0.5874902678360175,0.004997823936323781,0,294,MW,0,0.5719499876843996,-0.2808886103443442,-0.27442403474828025,634,608,726,535,502
Male,Black,-0.3300086044842479,0.3575561836478441,0,299,MB,0,0.022410785361557103,0.588538808403944,0.43716020397558697,662,715,596,741,753
Male,Black,-0.8805079278764072,-0.7001188954867168,0,303,MB,0,-0.5280885380306022,-0.4691362707306168,-0.6205148751589739,254,294,243,331,315
Male,White,0.7709900423000706,-0.7001188954867168,0,305,MW,0,0.7554497621484526,-0.9860053297673848,-0.9795407541713208,449,398,538,312,307
Male,White,0.2204907189079114,0.3575561836478441,0,307,MW,0,0.20495043875629346,0.07166974936717607,0.07813432496324008,687,676,798,607,556
Male,Black,0.7709900423000706,1.4152312627824049,1,312,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1233,1246,1140,1218,1224
Male,White,-0.8805079278764072,-1.7577939746212776,0,315,MW,0,-0.8960482080280252,-2.043680408901946,-2.037215833305882,65,43,108,17,27
Male,White,0.5874902678360175,1.0626729030708846,1,321,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,991,981,1077,912,866
Male,Black,0.2204907189079114,-0.3475605357751965,0,324,MB,1,0.5729101087537164,-0.11657791101909655,-0.26795651544745364,537,532,485,582,631
Male,Black,0.2204907189079114,-0.7001188954867168,0,328,MB,0,0.5729101087537164,-0.4691362707306168,-0.6205148751589739,438,426,391,451,515
Male,Black,0.4039904933719645,0.7101145433593643,0,329,MB,0,0.7564098832177695,0.9410971681154644,0.7897185636871072,915,918,828,962,1056
Male,White,0.7709900423000706,-0.3475605357751965,0,330,MW,0,0.7554497621484526,-0.6334469700558645,-0.6269823944598005,558,511,651,424,420
Male,Black,-3.633004544837204,-1.052677255198237,0,331,MB,1,-3.2805851549913987,-0.8216946304421371,-0.973073234870494,24,46,22,58,35
Male,Black,0.03699094444385828,0.3575561836478441,0,336,MB,0,0.3894103342896633,0.588538808403944,0.43716020397558697,728,765,664,813,843
Male,Black,0.2204907189079114,-0.3475605357751965,0,340,MB,0,0.5729101087537164,-0.11657791101909655,-0.26795651544745364,538,536,488,579,628
Male,Black,-0.14650883002019482,-0.3475605357751965,0,344,MB,1,0.20591055982561016,-0.11657791101909655,-0.26795651544745364,479,502,423,544,564
Male,Black,0.7709900423000706,1.4152312627824049,1,347,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1240,1214,1146,1217,1217
Male,Black,0.7709900423000706,-0.7001188954867168,0,355,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,520,489,466,520,609
Male,White,0.5874902678360175,1.4152312627824049,1,357,MW,1,0.5719499876843996,1.1293448285017371,1.1358094040978008,1118,1113,1187,1034,990
Male,Black,0.03699094444385828,-0.7001188954867168,0,358,MB,0,0.3894103342896633,-0.4691362707306168,-0.6205148751589739,403,407,361,439,472
Female,White,0.4039904933719645,-1.7577939746212776,0,364,FW,0,0.3025694627435516,-1.8869734062589243,-1.8448006604429028,132,78,215,63,85
Male,Black,-0.14650883002019482,-1.4052356149097571,0,368,MB,0,0.20591055982561016,-1.1742529901536571,-1.3256315945820143,200,193,180,210,252
Male,White,0.4039904933719645,-0.7001188954867168,0,369,MW,0,0.38845021322034656,-0.9860053297673848,-0.9795407541713208,397,363,493,276,263
Male,White,0.7709900423000706,0.004997823936323781,0,371,MW,0,0.7554497621484526,-0.2808886103443442,-0.27442403474828025,669,627,761,556,534
Male,White,0.03699094444385828,0.004997823936323781,0,372,MW,0,0.021450664292240323,-0.2808886103443442,-0.27442403474828025,543,542,646,457,403
Male,Black,-2.899005446980991,-1.4052356149097571,0,373,MB,0,-2.546586057135186,-1.1742529901536571,-1.3256315945820143,28,38,24,50,39
Female,Black,-0.8805079278764072,-0.3475605357751965,0,377,FB,0,-0.8805079278764072,-0.3475605357751965,-0.3475605357751965,323,387,350,382,273
Male,Black,0.7709900423000706,0.3575561836478441,0,380,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,856,852,791,880,963
Male,Black,-1.4310072512685663,-0.7001188954867168,0,381,MB,0,-1.0785878614227613,-0.4691362707306168,-0.6205148751589739,195,257,189,283,248
Male,Black,0.5874902678360175,-1.4052356149097571,0,386,MB,0,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,288,242,258,269,356
Male,Black,0.5874902678360175,-0.3475605357751965,0,387,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,594,579,532,616,690
Male,Black,0.5874902678360175,1.0626729030708846,1,388,MB,0,0.9399096576818226,1.2936555278269846,1.1422769233986274,1060,1064,966,1126,1144
Male,Black,0.2204907189079114,-1.4052356149097571,0,391,MB,1,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,239,218,207,233,295
Female,White,-1.9815065746607257,-1.4052356149097571,0,395,FW,0,-2.0829276052891386,-1.534415046547404,-1.4922423007313823,36,27,87,19,16
Male,Black,-0.3300086044842479,-1.4052356149097571,0,396,MB,0,0.022410785361557103,-1.1742529901536571,-1.3256315945820143,183,181,159,196,222
Male,Black,0.4039904933719645,0.3575561836478441,0,398,MB,0,0.7564098832177695,0.588538808403944,0.43716020397558697,802,794,716,843,916
Male,Black,0.03699094444385828,-0.7001188954867168,0,401,MB,0,0.3894103342896633,-0.4691362707306168,-0.6205148751589739,405,412,359,438,473
Male,Black,0.4039904933719645,1.0626729030708846,1,405,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1030,1044,930,1110,1115
Male,White,0.5874902678360175,0.004997823936323781,0,406,MW,0,0.5719499876843996,-0.2808886103443442,-0.27442403474828025,633,610,731,530,509
Male,Black,-2.7155056725169384,-0.7001188954867168,0,407,MB,1,-2.3630862826711336,-0.4691362707306168,-0.6205148751589739,91,157,89,172,116
Female,White,-0.6970081534123541,0.7101145433593643,0,415,FW,0,-0.7984291840407671,0.5809351117217173,0.6231078575377391,583,658,766,653,480
Male,White,0.7709900423000706,1.4152312627824049,1,416,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1148,1140,1217,1054,1030
Male,White,0.7709900423000706,1.0626729030708846,1,420,MW,1,0.7554497621484526,0.7767864687902166,0.7832510443862806,1016,999,1110,934,907
Male,White,0.7709900423000706,0.7101145433593643,0,422,MW,0,0.7554497621484526,0.4242281090786963,0.4306926846747603,890,880,989,799,770
Female,Black,0.7709900423000706,0.7101145433593643,0,423,FB,0,0.7709900423000706,0.7101145433593643,0.7101145433593643,932,909,906,950,923
Male,White,0.7709900423000706,1.4152312627824049,1,424,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1163,1126,1230,1053,1032
Male,White,0.4039904933719645,0.3575561836478441,0,425,MW,0,0.38845021322034656,0.07166974936717607,0.07813432496324008,724,709,822,624,584
Male,Black,0.5874902678360175,0.004997823936323781,0,436,MB,1,0.9399096576818226,0.23598044869242374,0.08460184426406668,708,696,636,715,820
Male,Black,0.7709900423000706,0.3575561836478441,0,441,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,869,848,784,877,964
Male,Black,-0.14650883002019482,-0.7001188954867168,0,444,MB,0,0.20591055982561016,-0.4691362707306168,-0.6205148751589739,376,394,335,415,444
Male,Black,0.5874902678360175,0.3575561836478441,0,446,MB,1,0.9399096576818226,0.588538808403944,0.43716020397558697,825,813,744,855,931
Male,Black,0.7709900423000706,0.3575561836478441,0,448,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,866,841,795,893,970
Male,White,0.7709900423000706,0.3575561836478441,0,453,MW,0,0.7554497621484526,0.07166974936717607,0.07813432496324008,792,757,870,682,662
Male,Black,0.5874902678360175,-1.4052356149097571,0,457,MB,1,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,294,247,254,264,350
Female,Black,0.7709900423000706,1.0626729030708846,1,462,FB,1,0.7709900423000706,1.0626729030708846,1.0626729030708846,1048,1034,1036,1095,1060
Male,Black,0.7709900423000706,0.7101145433593643,0,469,MB,1,1.1234094321458756,0.9410971681154644,0.7897185636871072,979,961,893,1002,1088
Male,White,-0.513508378948301,0.3575561836478441,0,470,MW,0,-0.5290486590999189,0.07166974936717607,0.07813432496324008,551,606,691,525,414
Female,White,0.7709900423000706,0.7101145433593643,0,472,FW,0,0.6695690116716577,0.5809351117217173,0.6231078575377391,846,818,994,818,749
Male,Black,-2.1650063491247797,-1.7577939746212776,0,474,MB,0,-1.8125869592789745,-1.5268113498651776,-1.6781899542935348,33,25,31,31,43
Male,White,0.5874902678360175,0.3575561836478441,0,476,MW,0,0.5719499876843996,0.07166974936717607,0.07813432496324008,767,739,850,660,624
Male,White,0.2204907189079114,1.4152312627824049,1,489,MW,1,0.20495043875629346,1.1293448285017371,1.1358094040978008,1040,1049,1172,976,917
Male,Black,0.7709900423000706,0.3575561836478441,0,490,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,867,840,777,890,976
Male,White,0.03699094444385828,0.3575561836478441,0,499,MW,0,0.021450664292240323,0.07166974936717607,0.07813432496324008,649,662,751,591,518
Male,Black,0.03699094444385828,-1.052677255198237,0,500,MB,0,0.3894103342896633,-0.8216946304421371,-0.973073234870494,304,290,269,319,361
Male,Black,-0.14650883002019482,0.004997823936323781,0,502,MB,0,0.20591055982561016,0.23598044869242374,0.08460184426406668,578,621,525,668,679
Male,Black,0.7709900423000706,0.7101145433593643,0,504,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,977,963,891,998,1090
Male,Black,-4.183503868229364,-1.052677255198237,0,508,MB,0,-3.8310844783835583,-0.8216946304421371,-0.973073234870494,15,29,12,38,23
Male,Black,-1.4310072512685663,-1.052677255198237,0,509,MB,0,-1.0785878614227613,-0.8216946304421371,-0.973073234870494,142,177,128,188,176
Female,Black,0.7709900423000706,1.0626729030708846,1,512,FB,1,0.7709900423000706,1.0626729030708846,1.0626729030708846,1042,1032,1035,1090,1066
Male,White,0.5874902678360175,-1.052677255198237,0,513,MW,0,0.5719499876843996,-1.338563689478905,-1.3320991138828409,322,268,417,204,210
Male,Black,0.7709900423000706,0.7101145433593643,0,517,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,980,968,887,1009,1094
Male,White,0.7709900423000706,1.4152312627824049,1,518,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1145,1143,1223,1068,1020
Male,Black,0.7709900423000706,-0.7001188954867168,0,519,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,514,483,470,516,611
Female,White,0.7709900423000706,0.7101145433593643,0,524,FW,0,0.6695690116716577,0.5809351117217173,0.6231078575377391,845,820,996,817,750
Male,White,0.7709900423000706,1.4152312627824049,1,527,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1138,1141,1221,1062,1040
Male,Black,0.7709900423000706,1.4152312627824049,1,528,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1217,1241,1170,1210,1223
Male,Black,0.4039904933719645,-0.3475605357751965,0,530,MB,0,0.7564098832177695,-0.11657791101909655,-0.26795651544745364,564,559,512,601,670
Female,White,0.2204907189079114,0.3575561836478441,0,533,FW,0,0.11906968827949845,0.2283767520101971,0.2705494978262189,638,640,808,621,540
Male,Black,0.7709900423000706,0.004997823936323781,0,535,MB,0,1.1234094321458756,0.23598044869242374,0.08460184426406668,755,722,685,749,855
Male,Black,-0.3300086044842479,-0.7001188954867168,0,536,MB,0,0.022410785361557103,-0.4691362707306168,-0.6205148751589739,348,370,310,393,409
Male,Black,0.5874902678360175,1.0626729030708846,1,538,MB,1,0.9399096576818226,1.2936555278269846,1.1422769233986274,1065,1053,975,1129,1138
Male,Black,0.5874902678360175,-1.4052356149097571,0,543,MB,0,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,291,244,255,263,349
Male,Black,0.4039904933719645,-1.4052356149097571,0,545,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,260,228,226,250,324
Male,Black,-0.8805079278764072,-0.7001188954867168,0,547,MB,0,-0.5280885380306022,-0.4691362707306168,-0.6205148751589739,255,298,241,330,318
Male,Black,0.5874902678360175,-0.7001188954867168,0,552,MB,0,0.9399096576818226,-0.4691362707306168,-0.6205148751589739,495,465,435,492,578
Male,Black,-0.513508378948301,-0.7001188954867168,0,557,MB,0,-0.16108898910249606,-0.4691362707306168,-0.6205148751589739,310,341,285,366,371
Male,Black,0.03699094444385828,-1.052677255198237,0,566,MB,0,0.3894103342896633,-0.8216946304421371,-0.973073234870494,301,288,270,318,362
Male,Black,-1.0640077023404604,-0.7001188954867168,0,567,MB,0,-0.7115883124946554,-0.4691362707306168,-0.6205148751589739,235,286,218,316,289
Female,Black,-0.14650883002019482,-0.7001188954867168,0,571,FB,1,-0.14650883002019482,-0.7001188954867168,-0.7001188954867168,340,331,352,345,288
Male,Black,0.7709900423000706,1.4152312627824049,1,572,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1246,1245,1151,1228,1203
Male,White,-0.513508378948301,-1.4052356149097571,0,573,MW,0,-0.5290486590999189,-1.691122049190425,-1.6846574735943611,128,102,200,64,67
Male,Black,-2.1650063491247797,0.3575561836478441,0,583,MB,0,-1.8125869592789745,0.588538808403944,0.43716020397558697,355,512,353,558,424
Male,White,0.5874902678360175,-0.3475605357751965,0,585,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,526,495,605,409,385
Male,Black,0.5874902678360175,-0.7001188954867168,0,586,MB,0,0.9399096576818226,-0.4691362707306168,-0.6205148751589739,491,464,428,490,582
Male,Black,0.7709900423000706,-0.7001188954867168,0,592,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,524,484,465,515,615
Male,Black,0.5874902678360175,0.004997823936323781,0,594,MB,1,0.9399096576818226,0.23598044869242374,0.08460184426406668,714,695,628,731,808
Male,White,0.7709900423000706,1.4152312627824049,1,599,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1165,1133,1213,1051,1031
Male,White,-0.14650883002019482,0.3575561836478441,0,600,MW,0,-0.16204911017181278,0.07166974936717607,0.07813432496324008,606,641,721,574,477
