G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.4039904933719645,-1.4052356149097571,0,184,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,239,222,206,252,286
Male,White,-5.651502063941788,-0.3475605357751965,0,185,MW,1,-5.667042344093407,-0.6334469700558645,-0.6269823944598005,12,22,18,10,2
Male,Black,0.2204907189079114,0.004997823936323781,0,187,MB,0,0.5729101087537164,0.23598044869242374,0.08460184426406668,644,648,583,688,733
Male,Black,0.7709900423000706,1.4152312627824049,1,192,MB,0,1.1234094321458756,1.6462138875385048,1.4948352831101477,1236,1240,1139,1229,1232
Male,Black,-1.4310072512685663,-1.4052356149097571,0,193,MB,0,-1.0785878614227613,-1.1742529901536571,-1.3256315945820143,78,78,64,90,107
Male,Black,0.4039904933719645,0.7101145433593643,0,195,MB,0,0.7564098832177695,0.9410971681154644,0.7897185636871072,897,893,844,956,1045
Male,Black,-0.3300086044842479,-1.7577939746212776,0,199,MB,0,0.022410785361557103,-1.5268113498651776,-1.6781899542935348,95,92,82,107,130
Male,Black,0.7709900423000706,0.7101145433593643,0,204,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,956,945,890,1004,1073
Male,White,0.7709900423000706,1.4152312627824049,1,208,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1138,1142,1198,1077,1016
Female,White,0.7709900423000706,1.4152312627824049,1,209,FW,1,0.6695690116716577,1.286051831144758,1.3282245769607797,1064,1062,1245,1086,1003
Male,Black,-0.3300086044842479,-1.052677255198237,0,210,MB,0,0.022410785361557103,-0.8216946304421371,-0.973073234870494,246,261,213,266,294
Male,Black,0.7709900423000706,1.4152312627824049,1,212,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1238,1224,1156,1228,1242
Male,Black,-0.3300086044842479,0.3575561836478441,0,220,MB,0,0.022410785361557103,0.588538808403944,0.43716020397558697,678,704,605,727,774
Male,White,-3.4495047703731507,-1.052677255198237,0,221,MW,0,-3.4650450505247687,-1.338563689478905,-1.3320991138828409,26,27,33,15,9
Male,Black,0.4039904933719645,0.004997823936323781,0,226,MB,0,0.7564098832177695,0.23598044869242374,0.08460184426406668,668,667,597,714,761
Male,Black,-0.3300086044842479,0.7101145433593643,0,236,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,792,808,718,843,892
Male,Black,-0.513508378948301,-0.3475605357751965,0,238,MB,0,-0.16108898910249606,-0.11657791101909655,-0.26795651544745364,420,432,382,451,494
Male,White,0.4039904933719645,1.4152312627824049,1,244,MW,1,0.38845021322034656,1.1293448285017371,1.1358094040978008,1055,1053,1078,980,928
Male,Black,0.5874902678360175,0.004997823936323781,0,251,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,706,698,628,730,801
Male,Black,0.7709900423000706,1.0626729030708846,1,253,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1084,1083,1014,1133,1154
Male,Black,0.7709900423000706,-1.052677255198237,0,259,MB,0,1.1234094321458756,-0.8216946304421371,-0.973073234870494,389,368,348,404,454
Male,White,-0.14650883002019482,0.004997823936323781,0,263,MW,1,-0.16204911017181278,-0.2808886103443442,-0.27442403474828025,502,502,528,428,372
Male,Black,0.03699094444385828,-1.7577939746212776,0,267,MB,0,0.3894103342896633,-1.5268113498651776,-1.6781899542935348,134,119,113,141,175
Male,Black,-4.183503868229364,-1.4052356149097571,0,270,MB,0,-3.8310844783835583,-1.1742529901536571,-1.3256315945820143,9,11,7,12,15
Male,Black,-0.6970081534123541,-0.7001188954867168,0,271,MB,0,-0.3445887635665491,-0.4691362707306168,-0.6205148751589739,307,318,275,335,356
Male,Black,-1.2475074768045131,-0.3475605357751965,0,274,MB,0,-0.8950880869587081,-0.11657791101909655,-0.26795651544745364,333,361,303,368,387
Male,White,0.5874902678360175,0.004997823936323781,0,275,MW,0,0.5719499876843996,-0.2808886103443442,-0.27442403474828025,620,601,639,523,478
Male,Black,0.7709900423000706,1.0626729030708846,1,276,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1090,1069,1000,1128,1153
Male,Black,0.7709900423000706,-1.7577939746212776,0,277,MB,0,1.1234094321458756,-1.5268113498651776,-1.6781899542935348,197,178,170,206,242
Male,White,0.2204907189079114,-0.3475605357751965,0,280,MW,0,0.20495043875629346,-0.6334469700558645,-0.6269823944598005,441,438,478,366,305
Male,Black,0.2204907189079114,1.4152312627824049,1,281,MB,1,0.5729101087537164,1.6462138875385048,1.4948352831101477,1124,1162,1062,1163,1177
Male,Black,0.7709900423000706,1.4152312627824049,1,283,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1218,1210,1164,1211,1224
Female,White,-0.3300086044842479,-1.4052356149097571,0,285,FW,0,-0.4314296351126609,-1.534415046547404,-1.4922423007313823,92,87,228,76,63
Male,Black,0.03699094444385828,-0.7001188954867168,0,287,MB,0,0.3894103342896633,-0.4691362707306168,-0.6205148751589739,391,391,358,422,457
Male,White,0.7709900423000706,1.4152312627824049,1,295,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1151,1154,1205,1064,1041
Male,White,0.2204907189079114,0.7101145433593643,0,297,MW,0,0.20495043875629346,0.4242281090786963,0.4306926846747603,794,797,827,721,655
Male,Black,0.5874902678360175,0.7101145433593643,0,301,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,933,923,860,970,1063
Male,White,0.7709900423000706,-0.7001188954867168,0,305,MW,0,0.7554497621484526,-0.9860053297673848,-0.9795407541713208,417,402,461,331,276
Male,White,0.7709900423000706,1.4152312627824049,1,311,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1139,1146,1210,1040,1007
Male,White,-0.8805079278764072,-1.7577939746212776,0,315,MW,0,-0.8960482080280252,-2.043680408901946,-2.037215833305882,47,45,63,27,22
Male,White,0.7709900423000706,1.4152312627824049,1,316,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1142,1126,1172,1075,1030
Male,Black,0.5874902678360175,1.4152312627824049,1,318,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1188,1203,1100,1196,1193
Male,White,0.5874902678360175,-0.3475605357751965,0,319,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,492,479,527,414,368
Male,Black,-0.14650883002019482,-0.3475605357751965,0,323,MB,1,0.20591055982561016,-0.11657791101909655,-0.26795651544745364,458,472,425,497,551
Male,Black,0.2204907189079114,-0.3475605357751965,0,324,MB,1,0.5729101087537164,-0.11657791101909655,-0.26795651544745364,510,512,470,562,609
Male,Black,0.03699094444385828,0.004997823936323781,0,326,MB,0,0.3894103342896633,0.23598044869242374,0.08460184426406668,607,609,562,663,707
Male,Black,0.2204907189079114,-0.7001188954867168,0,328,MB,0,0.5729101087537164,-0.4691362707306168,-0.6205148751589739,411,409,377,441,490
Male,Black,0.4039904933719645,0.7101145433593643,0,329,MB,0,0.7564098832177695,0.9410971681154644,0.7897185636871072,900,894,841,957,1048
Male,White,0.7709900423000706,-0.3475605357751965,0,330,MW,0,0.7554497621484526,-0.6334469700558645,-0.6269823944598005,520,499,567,429,394
Male,Black,0.03699094444385828,0.3575561836478441,0,336,MB,0,0.3894103342896633,0.588538808403944,0.43716020397558697,747,750,673,786,834
Male,Black,0.7709900423000706,1.4152312627824049,1,341,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1232,1241,1169,1225,1241
Male,White,0.03699094444385828,1.4152312627824049,1,343,MW,1,0.021450664292240323,1.1293448285017371,1.1358094040978008,1006,1006,1039,944,883
Male,White,0.7709900423000706,0.3575561836478441,0,345,MW,0,0.7554497621484526,0.07166974936717607,0.07813432496324008,772,756,796,677,625
Male,Black,0.7709900423000706,-0.7001188954867168,0,355,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,479,467,439,507,566
Male,Black,-0.6970081534123541,0.7101145433593643,0,363,MB,0,-0.3445887635665491,0.9410971681154644,0.7897185636871072,755,772,674,809,835
Female,White,0.5874902678360175,-1.7577939746212776,0,365,FW,0,0.4860692372076046,-1.8869734062589243,-1.8448006604429028,111,84,256,78,70
Male,Black,0.7709900423000706,1.4152312627824049,1,366,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1230,1246,1154,1227,1233
Male,White,0.4039904933719645,-0.7001188954867168,0,369,MW,0,0.38845021322034656,-0.9860053297673848,-0.9795407541713208,376,363,409,285,236
Male,Black,0.7709900423000706,0.7101145433593643,0,375,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,952,947,892,1002,1085
Male,Black,-3.2660049959090967,-1.7577939746212776,0,383,MB,0,-2.9135856060632923,-1.5268113498651776,-1.6781899542935348,11,9,9,14,16
Male,Black,0.2204907189079114,-1.4052356149097571,0,391,MB,1,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,220,208,192,234,269
Female,White,0.5874902678360175,0.7101145433593643,0,392,FW,1,0.4860692372076046,0.5809351117217173,0.6231078575377391,808,799,988,792,718
Male,Black,-2.1650063491247797,-1.4052356149097571,0,393,MB,0,-1.8125869592789745,-1.1742529901536571,-1.3256315945820143,51,52,48,57,69
Male,Black,0.7709900423000706,-0.3475605357751965,0,399,MB,0,1.1234094321458756,-0.11657791101909655,-0.26795651544745364,594,573,548,635,690
Male,White,0.4039904933719645,1.4152312627824049,1,400,MW,1,0.38845021322034656,1.1293448285017371,1.1358094040978008,1058,1051,1080,984,933
Male,Black,0.5874902678360175,0.3575561836478441,0,408,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,815,803,745,852,916
Male,Black,-0.8805079278764072,-0.3475605357751965,0,412,MB,0,-0.5280885380306022,-0.11657791101909655,-0.26795651544745364,377,397,339,416,441
Male,White,0.7709900423000706,0.7101145433593643,0,422,MW,0,0.7554497621484526,0.4242281090786963,0.4306926846747603,885,879,908,802,758
Male,White,0.4039904933719645,0.3575561836478441,0,425,MW,0,0.38845021322034656,0.07166974936717607,0.07813432496324008,725,723,728,615,564
Female,Black,0.2204907189079114,-1.7577939746212776,0,426,FB,0,0.2204907189079114,-1.7577939746212776,-1.7577939746212776,126,113,198,113,96
Male,Black,0.5874902678360175,-0.3475605357751965,0,427,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,561,556,509,601,661
Male,Black,-0.3300086044842479,-1.4052356149097571,0,428,MB,0,0.022410785361557103,-1.1742529901536571,-1.3256315945820143,166,168,146,184,209
Male,Black,-1.0640077023404604,-1.4052356149097571,0,429,MB,0,-0.7115883124946554,-1.1742529901536571,-1.3256315945820143,105,112,87,119,137
Male,Black,-1.0640077023404604,-0.7001188954867168,0,430,MB,0,-0.7115883124946554,-0.4691362707306168,-0.6205148751589739,253,280,219,288,297
Male,Black,-0.513508378948301,1.4152312627824049,1,434,MB,1,-0.16108898910249606,1.6462138875385048,1.4948352831101477,1003,1021,930,1098,1098
Female,Black,0.4039904933719645,0.004997823936323781,0,437,FB,0,0.4039904933719645,0.004997823936323781,0.004997823936323781,632,626,732,631,593
Male,Black,0.7709900423000706,0.3575561836478441,0,441,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,834,838,766,864,956
Male,Black,-0.14650883002019482,-0.7001188954867168,0,444,MB,0,0.20591055982561016,-0.4691362707306168,-0.6205148751589739,373,376,337,395,437
Male,Black,0.5874902678360175,0.3575561836478441,0,446,MB,1,0.9399096576818226,0.588538808403944,0.43716020397558697,809,805,743,854,913
Male,Black,0.2204907189079114,-1.4052356149097571,0,447,MB,0,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,221,207,190,235,270
Male,Black,0.7709900423000706,1.0626729030708846,1,449,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1074,1078,997,1140,1168
Male,White,0.7709900423000706,0.3575561836478441,0,453,MW,0,0.7554497621484526,0.07166974936717607,0.07813432496324008,768,758,790,679,621
Male,White,0.03699094444385828,-1.4052356149097571,0,454,MW,0,0.021450664292240323,-1.691122049190425,-1.6846574735943611,154,147,184,88,83
Male,Black,-1.0640077023404604,-0.3475605357751965,0,455,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,354,379,321,390,418
Female,Black,0.4039904933719645,-0.7001188954867168,0,456,FB,0,0.4039904933719645,-0.7001188954867168,-0.7001188954867168,407,400,501,399,361
Male,Black,0.5874902678360175,-1.4052356149097571,0,457,MB,1,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,271,255,239,276,316
Male,White,-0.513508378948301,0.3575561836478441,0,470,MW,0,-0.5290486590999189,0.07166974936717607,0.07813432496324008,551,566,594,488,429
Male,Black,-1.6145070257326195,-0.7001188954867168,0,471,MB,0,-1.2620876358868145,-0.4691362707306168,-0.6205148751589739,193,212,162,228,233
Male,White,0.7709900423000706,0.7101145433593643,0,475,MW,0,0.7554497621484526,0.4242281090786963,0.4306926846747603,876,870,912,806,753
Male,Black,0.03699094444385828,-1.052677255198237,0,482,MB,0,0.3894103342896633,-0.8216946304421371,-0.973073234870494,298,289,265,319,346
Male,Black,0.2204907189079114,-0.7001188954867168,0,487,MB,0,0.5729101087537164,-0.4691362707306168,-0.6205148751589739,414,407,376,439,491
Male,Black,0.2204907189079114,1.0626729030708846,1,488,MB,1,0.5729101087537164,1.2936555278269846,1.1422769233986274,981,1002,926,1084,1097
Male,Black,0.4039904933719645,1.0626729030708846,1,493,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1022,1018,944,1103,1105
Male,Black,0.5874902678360175,-0.7001188954867168,0,494,MB,0,0.9399096576818226,-0.4691362707306168,-0.6205148751589739,452,444,419,483,546
Male,Black,0.03699094444385828,-1.052677255198237,0,500,MB,0,0.3894103342896633,-0.8216946304421371,-0.973073234870494,294,294,267,321,343
Male,Black,-0.14650883002019482,0.004997823936323781,0,502,MB,0,0.20591055982561016,0.23598044869242374,0.08460184426406668,569,585,517,625,671
Male,Black,-0.6970081534123541,-1.4052356149097571,0,503,MB,0,-0.3445887635665491,-1.1742529901536571,-1.3256315945820143,136,140,119,153,180
Male,Black,-4.183503868229364,-1.052677255198237,0,508,MB,0,-3.8310844783835583,-0.8216946304421371,-0.973073234870494,23,26,17,28,26
Male,Black,0.2204907189079114,0.7101145433593643,0,516,MB,0,0.5729101087537164,0.9410971681154644,0.7897185636871072,875,882,820,932,990
Female,Black,0.7709900423000706,0.004997823936323781,0,525,FB,1,0.7709900423000706,0.004997823936323781,0.004997823936323781,685,676,802,696,646
Female,White,0.2204907189079114,0.3575561836478441,0,533,FW,0,0.11906968827949845,0.2283767520101971,0.2705494978262189,638,639,833,598,540
Male,Black,0.5874902678360175,-1.4052356149097571,0,543,MB,0,0.9399096576818226,-1.1742529901536571,-1.3256315945820143,263,246,236,279,317
Male,Black,0.5874902678360175,-0.7001188954867168,0,552,MB,0,0.9399096576818226,-0.4691362707306168,-0.6205148751589739,457,442,417,484,544
Male,White,0.7709900423000706,0.004997823936323781,0,554,MW,0,0.7554497621484526,-0.2808886103443442,-0.27442403474828025,649,633,676,549,508
Male,Black,-0.513508378948301,-0.7001188954867168,0,557,MB,0,-0.16108898910249606,-0.4691362707306168,-0.6205148751589739,330,330,298,360,382
Male,Black,-0.3300086044842479,-0.7001188954867168,0,559,MB,0,0.022410785361557103,-0.4691362707306168,-0.6205148751589739,347,354,316,374,411
Male,White,0.03699094444385828,1.4152312627824049,1,561,MW,0,0.021450664292240323,1.1293448285017371,1.1358094040978008,1007,1007,1038,942,885
Female,White,0.7709900423000706,0.004997823936323781,0,562,FW,0,0.6695690116716577,-0.1241816077013232,-0.08200886188530143,583,568,815,565,501
Male,Black,-0.8805079278764072,-0.3475605357751965,0,563,MB,0,-0.5280885380306022,-0.11657791101909655,-0.26795651544745364,378,398,340,417,440
Male,Black,0.7709900423000706,1.4152312627824049,1,565,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1208,1212,1135,1242,1244
Male,Black,-1.0640077023404604,-0.7001188954867168,0,567,MB,0,-0.7115883124946554,-0.4691362707306168,-0.6205148751589739,252,281,221,289,298
Male,Black,0.2204907189079114,0.004997823936323781,0,568,MB,1,0.5729101087537164,0.23598044869242374,0.08460184426406668,643,645,582,692,734
Male,Black,-0.14650883002019482,1.4152312627824049,1,570,MB,0,0.20591055982561016,1.6462138875385048,1.4948352831101477,1049,1093,972,1124,1141
Male,Black,0.7709900423000706,1.4152312627824049,1,572,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1217,1247,1136,1222,1237
Male,Black,0.2204907189079114,0.3575561836478441,0,575,MB,0,0.5729101087537164,0.588538808403944,0.43716020397558697,765,768,702,815,855
Male,White,-0.6970081534123541,0.3575561836478441,0,578,MW,0,-0.7125484335639721,0.07166974936717607,0.07813432496324008,527,546,573,469,403
Male,Black,-0.14650883002019482,-1.7577939746212776,0,579,MB,0,0.20591055982561016,-1.5268113498651776,-1.6781899542935348,115,103,99,123,154
Male,Black,0.5874902678360175,1.4152312627824049,1,581,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1206,1202,1099,1194,1206
Male,Black,0.5874902678360175,0.004997823936323781,0,588,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,701,693,625,731,792
Male,Black,0.5874902678360175,-0.3475605357751965,0,591,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,564,551,506,599,662
Male,Black,-2.348506123588832,-0.7001188954867168,0,595,MB,0,-1.9960867337430268,-0.4691362707306168,-0.6205148751589739,128,157,108,164,165
Male,Black,-0.14650883002019482,-1.4052356149097571,0,598,MB,0,0.20591055982561016,-1.1742529901536571,-1.3256315945820143,184,181,157,205,230
Male,Black,0.5874902678360175,1.4152312627824049,1,608,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1196,1200,1097,1189,1196
Male,White,0.7709900423000706,1.4152312627824049,1,609,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1141,1155,1197,1058,1035
Male,White,0.03699094444385828,0.3575561836478441,0,610,MW,0,0.021450664292240323,0.07166974936717607,0.07813432496324008,660,661,687,576,511
Male,White,0.5874902678360175,1.4152312627824049,1,612,MW,1,0.5719499876843996,1.1293448285017371,1.1358094040978008,1110,1096,1108,1012,973
Male,Black,0.2204907189079114,0.7101145433593643,0,621,MB,0,0.5729101087537164,0.9410971681154644,0.7897185636871072,874,885,818,929,987
Male,Black,0.5874902678360175,0.7101145433593643,0,623,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,928,925,857,971,1068
Male,White,0.4039904933719645,1.4152312627824049,1,630,MW,1,0.38845021322034656,1.1293448285017371,1.1358094040978008,1053,1055,1077,986,930
Male,White,0.7709900423000706,-0.3475605357751965,0,634,MW,0,0.7554497621484526,-0.6334469700558645,-0.6269823944598005,517,500,566,430,392
Male,Black,0.7709900423000706,0.7101145433593643,0,636,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,944,944,889,1008,1081
Male,Black,0.4039904933719645,1.0626729030708846,1,639,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1021,1016,946,1101,1106
